Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
42,Non-binary,PhD,Married,51139.0,721.0,9237.0,Business,Self-employed,11,Good,0.1906,92048.0,2.0,Brownshire,IA,Bulgaria,0.0,2,Low
24,Male,PhD,Widowed,42118.0,745.0,36080.0,Home,Self-employed,2,Fair,0.1743,61514.0,0.0,New Gregorymouth,TX,Uzbekistan,2.0,1,Medium
27,Non-binary,High School,Divorced,44281.0,655.0,48338.0,Business,Unemployed,0,Poor,0.1022,156514.0,1.0,New Angelaton,ND,Tuvalu,3.0,2,Low
38,Female,Master's,Widowed,105470.0,655.0,29558.0,Business,Employed,5,Excellent,0.211,299540.0,4.0,East Cody,IA,Colombia,4.0,1,Low
20,Female,Master's,Married,80598.0,780.0,6800.0,Auto,Employed,10,Fair,0.5281,62849.0,3.0,Lake Richard,CO,Cambodia,3.0,1,Low
62,Female,Bachelor's,Single,86247.0,655.0,38399.0,Home,Unemployed,8,Fair,0.553,34909.0,3.0,Williamsshire,DC,Japan,3.0,0,Medium
55,Female,Bachelor's,Widowed,20057.0,620.0,36104.0,Home,Self-employed,17,Good,0.2514,239693.0,3.0,Michaelport,UT,Guam,2.0,1,Medium
54,Non-binary,PhD,Widowed,58038.0,613.0,43805.0,Auto,Unemployed,0,Excellent,0.3297,255228.0,3.0,Chadfort,AZ,Pakistan,2.0,0,Low
68,Non-binary,Master's,Divorced,94332.0,757.0,24279.0,Business,Unemployed,5,Poor,0.4886,138185.0,4.0,East Juliebury,OR,Ecuador,0.0,1,Medium
36,Female,Bachelor's,Married,82645.0,789.0,7434.0,Home,Self-employed,3,Excellent,0.2684,118671.0,3.0,Ruizstad,ND,Netherlands,1.0,1,High
22,Male,Bachelor's,Married,70396.0,698.0,49006.0,Business,Unemployed,4,Excellent,0.3108,48579.0,4.0,New Timothyville,MT,Zambia,4.0,1,Low
29,Male,PhD,Married,112040.0,700.0,42849.0,Home,Unemployed,7,Fair,0.4863,158374.0,3.0,Aaronview,IA,Korea,2.0,1,Low
33,Female,High School,Single,23760.0,736.0,25229.0,Home,Employed,4,Poor,0.5835,218321.0,0.0,Lake Stacey,WA,Kiribati,1.0,1,Low
41,Female,Master's,Married,74232.0,674.0,23283.0,Auto,Unemployed,9,Good,0.5025,182391.0,1.0,South Matthew,FL,Palestinian Territory,1.0,2,Medium
47,Non-binary,Bachelor's,Divorced,54512.0,725.0,41491.0,Auto,Unemployed,12,Fair,0.5474,178871.0,4.0,Lake George,VI,Lao People's Democratic Republic,2.0,2,Low
44,Female,Master's,Single,92048.0,724.0,8098.0,Business,Self-employed,15,Fair,0.1357,202812.0,2.0,South Janetport,MI,Denmark,1.0,2,Low
46,Female,High School,Divorced,91255.0,768.0,6770.0,Personal,Self-employed,14,Fair,0.5454,31422.0,2.0,Lopezstad,MT,Cayman Islands,4.0,2,Medium
40,Male,Bachelor's,Divorced,103137.0,674.0,33892.0,Personal,Self-employed,17,Excellent,0.1101,71719.0,2.0,New Latoya,MI,Puerto Rico,4.0,1,Low
53,Female,PhD,Widowed,103710.0,732.0,40212.0,Personal,Self-employed,15,Fair,0.209,48849.0,3.0,North Dave,NC,Mozambique,0.0,1,Low
18,Non-binary,Bachelor's,Married,73140.0,621.0,29726.0,Business,Unemployed,5,Fair,0.3764,86124.0,2.0,Fowlerport,GU,Central African Republic,2.0,1,Medium
59,Non-binary,High School,Divorced,35847.0,771.0,17607.0,Home,Employed,0,Fair,0.2454,118020.0,3.0,Port Tylerbury,SC,Sierra Leone,1.0,0,Medium
60,Female,Bachelor's,Divorced,77929.0,688.0,42239.0,Business,Unemployed,12,Excellent,0.4326,143218.0,4.0,New Davidport,MI,New Zealand,2.0,2,Medium
60,Female,High School,Single,106813.0,734.0,5299.0,Auto,Unemployed,10,Good,0.4483,142458.0,3.0,Port Brianland,PR,Suriname,2.0,0,Low
35,Female,Bachelor's,Divorced,84512.0,653.0,39708.0,Personal,Self-employed,16,Excellent,0.376,38333.0,1.0,Mccoytown,MP,Western Sahara,1.0,0,Low
39,Male,Bachelor's,Married,27464.0,720.0,33721.0,Business,Unemployed,16,Fair,0.5734,115977.0,3.0,Craneton,WI,Uzbekistan,3.0,0,Low
56,Female,PhD,Divorced,54121.0,717.0,40278.0,Home,Self-employed,17,Good,0.3882,158292.0,1.0,Lake Anthonyfurt,SC,Congo,1.0,1,Medium
38,Non-binary,Bachelor's,Single,30052.0,788.0,32003.0,Home,Self-employed,3,Fair,0.5682,216472.0,0.0,Hornefort,ID,British Virgin Islands,2.0,0,Low
64,Female,High School,Divorced,109616.0,676.0,12385.0,Personal,Self-employed,12,Excellent,0.4798,178465.0,3.0,Port Noahside,VT,Indonesia,3.0,1,Low
61,Male,PhD,Single,88305.0,776.0,38182.0,Personal,Unemployed,6,Good,0.4249,233276.0,1.0,West Thomaston,WV,Nauru,4.0,2,High
27,Female,Master's,Single,102418.0,796.0,29091.0,Auto,Employed,4,Poor,0.1886,155939.0,0.0,South Bobby,FL,Syrian Arab Republic,4.0,0,Medium
42,Female,PhD,Widowed,73533.0,604.0,43940.0,Personal,Self-employed,11,Fair,0.1797,48664.0,3.0,New Jeremymouth,LA,Thailand,1.0,2,Low
29,Non-binary,Master's,Married,28367.0,632.0,36262.0,Home,Unemployed,12,Good,0.4176,27649.0,0.0,Christopherside,CO,Romania,2.0,2,Low
53,Female,PhD,Single,90875.0,712.0,45981.0,Business,Employed,6,Poor,0.4042,190957.0,4.0,New Luis,VI,Algeria,0.0,1,Medium
49,Male,PhD,Widowed,52264.0,785.0,16347.0,Business,Self-employed,13,Excellent,0.1905,71833.0,4.0,Lisamouth,DC,Montserrat,4.0,0,Low
47,Female,Master's,Divorced,52899.0,659.0,40878.0,Business,Unemployed,4,Poor,0.1123,55538.0,3.0,Daltonburgh,WV,United States Minor Outlying Islands,0.0,0,Low
23,Female,PhD,Divorced,87827.0,736.0,23020.0,Home,Employed,3,Excellent,0.5436,268052.0,2.0,Martinezfurt,WY,Netherlands,4.0,0,Medium
20,Non-binary,High School,Widowed,80188.0,790.0,18171.0,Home,Unemployed,18,Excellent,0.5196,267766.0,4.0,South Georgehaven,MP,Sudan,3.0,2,High
45,Male,Master's,Single,45634.0,658.0,40893.0,Auto,Unemployed,8,Fair,0.3693,141477.0,0.0,West Kelly,NV,Bulgaria,2.0,2,Medium
56,Male,Master's,Widowed,98243.0,680.0,36289.0,Auto,Employed,10,Poor,0.4111,65437.0,0.0,Perezmouth,TX,Micronesia,2.0,0,Medium
31,Non-binary,High School,Single,64293.0,731.0,30491.0,Home,Self-employed,1,Fair,0.1987,289128.0,4.0,Davisstad,IN,Latvia,2.0,0,Low
43,Non-binary,Master's,Single,49473.0,616.0,34324.0,Home,Unemployed,16,Poor,0.1694,76552.0,0.0,Harrisonmouth,NY,American Samoa,1.0,0,Low
61,Female,High School,Single,74941.0,694.0,49180.0,Home,Self-employed,8,Poor,0.466,220759.0,2.0,Freemanfort,AS,Tonga,4.0,2,Low
66,Non-binary,Master's,Single,110404.0,773.0,12169.0,Home,Self-employed,6,Poor,0.1969,178774.0,1.0,New Rebecca,NJ,Niue,2.0,2,Medium
59,Non-binary,High School,Widowed,76614.0,660.0,31369.0,Home,Self-employed,8,Excellent,0.4561,156578.0,3.0,Pittmanburgh,FM,Myanmar,1.0,0,Low
29,Female,High School,Widowed,75822.0,777.0,14013.0,Personal,Unemployed,16,Poor,0.5634,208818.0,0.0,Kellimouth,VT,Singapore,3.0,0,Low
69,Male,Bachelor's,Single,93551.0,679.0,45218.0,Auto,Self-employed,13,Poor,0.2117,90454.0,3.0,East Laura,SD,Anguilla,3.0,0,Low
56,Non-binary,Master's,Divorced,90410.0,736.0,13946.0,Personal,Self-employed,9,Fair,0.3256,251037.0,2.0,Dunnstad,SD,Anguilla,0.0,0,Low
53,Male,PhD,Single,21073.0,624.0,48927.0,Auto,Self-employed,17,Poor,0.1958,295156.0,1.0,Randymouth,WA,Heard Island and McDonald Islands,2.0,2,Low
52,Non-binary,High School,Single,83925.0,730.0,39535.0,Business,Self-employed,17,Good,0.4121,99736.0,2.0,Thomasbury,AS,Austria,0.0,0,Low
26,Male,Bachelor's,Divorced,77841.0,727.0,23289.0,Home,Employed,4,Good,0.3657,245207.0,0.0,Kaylaborough,IN,Congo,3.0,0,Medium
33,Male,Bachelor's,Divorced,106287.0,720.0,46599.0,Personal,Unemployed,3,Poor,0.5501,87798.0,3.0,Jacobfort,VA,France,0.0,1,Low
61,Non-binary,Bachelor's,Single,96022.0,657.0,11217.0,Home,Employed,2,Excellent,0.5869,147087.0,3.0,South Darlene,KY,Congo,3.0,0,Low
59,Male,PhD,Widowed,49160.0,675.0,46470.0,Personal,Unemployed,13,Poor,0.1023,129168.0,0.0,Wilsonfort,ND,Saint Martin,1.0,1,Low
25,Male,High School,Widowed,112724.0,665.0,32967.0,Home,Unemployed,3,Poor,0.2637,288405.0,0.0,South Michael,PA,Hong Kong,4.0,2,Low
64,Female,High School,Single,61120.0,607.0,27816.0,Personal,Employed,2,Fair,0.4747,228310.0,4.0,Fullermouth,OR,Timor-Leste,4.0,0,Low
35,Male,Master's,Married,100263.0,614.0,32278.0,Personal,Self-employed,11,Excellent,0.4009,143203.0,3.0,Heathershire,KY,Vietnam,0.0,2,Medium
64,Female,Bachelor's,Single,80563.0,780.0,33424.0,Personal,Unemployed,6,Fair,0.1426,231622.0,1.0,South Cynthiashire,FM,Liberia,2.0,0,Medium
42,Male,PhD,Married,82979.0,772.0,22896.0,Home,Employed,5,Excellent,0.1939,212469.0,0.0,Chrismouth,OR,Albania,3.0,0,Low
56,Female,Master's,Single,21267.0,678.0,36064.0,Personal,Self-employed,17,Excellent,0.522,184844.0,3.0,East Kaitlyn,IN,Christmas Island,3.0,0,High
59,Female,High School,Divorced,104658.0,762.0,9120.0,Auto,Employed,2,Excellent,0.4191,292741.0,2.0,New Bradley,PR,Liberia,4.0,0,Medium
39,Male,High School,Widowed,96955.0,726.0,40171.0,Auto,Employed,0,Good,0.4725,214558.0,1.0,Port Christinamouth,PA,Luxembourg,4.0,1,Low
24,Male,Bachelor's,Single,107973.0,790.0,38758.0,Auto,Unemployed,4,Good,0.4663,248929.0,2.0,Martinborough,ME,Bangladesh,0.0,0,Low
23,Female,Bachelor's,Single,51509.0,654.0,31579.0,Auto,Employed,1,Good,0.1677,89921.0,0.0,Yateshaven,CO,Western Sahara,4.0,2,Low
19,Male,PhD,Widowed,110546.0,764.0,38743.0,Business,Self-employed,11,Good,0.5333,163518.0,4.0,Jamesstad,DC,Burkina Faso,1.0,0,Low
25,Male,Master's,Divorced,60194.0,735.0,17850.0,Personal,Self-employed,17,Good,0.245,162232.0,0.0,South Gregory,OH,Suriname,1.0,0,Medium
62,Male,Master's,Divorced,86126.0,614.0,32243.0,Personal,Employed,18,Poor,0.2606,129150.0,4.0,Powellstad,MI,Bosnia and Herzegovina,3.0,2,Low
32,Male,Bachelor's,Married,67249.0,608.0,41939.0,Personal,Unemployed,12,Fair,0.1651,120868.0,1.0,New Shawn,SC,Bangladesh,4.0,1,Low
19,Male,High School,Widowed,23404.0,623.0,47752.0,Auto,Unemployed,3,Poor,0.2496,206358.0,1.0,Johnnyberg,MN,Indonesia,0.0,1,Low
25,Female,Master's,Married,60667.0,632.0,25786.0,Personal,Self-employed,11,Poor,0.1496,30718.0,0.0,Bridgesborough,CT,Ukraine,0.0,1,Low
27,Female,Bachelor's,Single,99158.0,797.0,19775.0,Auto,Unemployed,6,Good,0.2082,293033.0,0.0,Port Mary,FM,Moldova,0.0,2,High
32,Female,Bachelor's,Married,29402.0,617.0,8931.0,Auto,Self-employed,0,Fair,0.5057,218891.0,0.0,Shawnmouth,IA,Costa Rica,0.0,1,Medium
45,Female,High School,Married,51712.0,785.0,41709.0,Business,Employed,4,Excellent,0.3756,44832.0,4.0,Port Jacqueline,IN,Costa Rica,1.0,2,High
58,Non-binary,High School,Widowed,57429.0,628.0,26857.0,Business,Unemployed,13,Good,0.4541,291934.0,0.0,West Crystal,VT,Honduras,1.0,1,Medium
49,Female,Master's,Widowed,43390.0,632.0,28746.0,Personal,Employed,2,Excellent,0.1962,268272.0,0.0,New Derek,PW,Mexico,4.0,1,Medium
55,Female,Master's,Widowed,47041.0,725.0,10072.0,Auto,Employed,19,Fair,0.4213,126134.0,1.0,Jamesview,WV,Svalbard & Jan Mayen Islands,3.0,1,Low
52,Male,Bachelor's,Divorced,21711.0,612.0,38059.0,Auto,Employed,1,Fair,0.1718,28918.0,2.0,North Bethanychester,AS,Bahrain,0.0,0,Low
33,Female,High School,Married,34118.0,754.0,12090.0,Business,Employed,1,Poor,0.1797,126246.0,3.0,Dianaburgh,PR,Swaziland,1.0,2,Medium
41,Male,Bachelor's,Divorced,56907.0,725.0,18324.0,Auto,Unemployed,14,Good,0.4453,60679.0,3.0,North Robintown,OK,Sweden,2.0,0,Low
39,Non-binary,PhD,Divorced,70541.0,755.0,22422.0,Auto,Self-employed,1,Fair,0.2453,34883.0,1.0,Lewisport,PR,Papua New Guinea,2.0,0,Medium
19,Male,High School,Divorced,81791.0,784.0,23211.0,Business,Unemployed,4,Fair,0.2199,270787.0,4.0,New Andrew,KS,Papua New Guinea,0.0,0,Medium
19,Male,Bachelor's,Widowed,72035.0,764.0,49228.0,Home,Unemployed,18,Fair,0.3587,223917.0,4.0,Port Sandra,VA,Lesotho,3.0,0,Low
62,Female,PhD,Divorced,116129.0,743.0,16426.0,Auto,Employed,11,Fair,0.3034,226135.0,2.0,Deanberg,AZ,Bhutan,2.0,1,Low
42,Non-binary,Bachelor's,Divorced,110036.0,683.0,31506.0,Auto,Self-employed,18,Good,0.2042,203696.0,1.0,New Jason,AL,Guernsey,2.0,2,Low
21,Non-binary,PhD,Single,112783.0,717.0,42150.0,Business,Self-employed,3,Poor,0.5985,149881.0,1.0,East Gregory,GU,Mauritius,1.0,0,Low
31,Non-binary,High School,Widowed,60194.0,605.0,37223.0,Personal,Self-employed,6,Poor,0.5961,64670.0,1.0,Jacobburgh,MT,El Salvador,0.0,0,Medium
51,Female,High School,Divorced,47289.0,710.0,9627.0,Home,Self-employed,12,Excellent,0.5202,103509.0,1.0,Johnhaven,OR,Slovenia,0.0,1,Low
57,Female,Master's,Divorced,94319.0,736.0,11463.0,Business,Unemployed,1,Fair,0.2531,128731.0,2.0,Nathanshire,VT,Tunisia,3.0,0,Low
26,Male,Bachelor's,Married,107802.0,677.0,31543.0,Home,Self-employed,7,Good,0.4978,32709.0,3.0,West Linda,UT,Nigeria,2.0,1,Low
25,Male,PhD,Widowed,39564.0,610.0,44606.0,Auto,Employed,16,Fair,0.5707,276370.0,0.0,Kathyshire,NJ,Bahrain,1.0,0,High
43,Male,Bachelor's,Divorced,94248.0,742.0,19202.0,Business,Employed,19,Poor,0.4769,213838.0,4.0,Sharpland,LA,Nauru,0.0,0,Low
56,Non-binary,PhD,Divorced,88345.0,784.0,16841.0,Personal,Self-employed,1,Good,0.2069,246057.0,3.0,Taylorburgh,NJ,Croatia,4.0,1,Medium
38,Male,High School,Single,42797.0,684.0,40775.0,Auto,Unemployed,3,Poor,0.3254,82290.0,2.0,Mccormickville,MP,Greece,2.0,1,Low
62,Female,Master's,Single,78900.0,603.0,12020.0,Personal,Unemployed,11,Fair,0.1536,143561.0,3.0,Maryburgh,DE,Lithuania,4.0,2,Low
56,Female,High School,Married,64514.0,724.0,27346.0,Personal,Self-employed,14,Poor,0.2889,257013.0,1.0,Harrischester,MT,Niger,3.0,2,Medium
35,Non-binary,PhD,Single,93567.0,727.0,31399.0,Business,Unemployed,1,Excellent,0.4256,133862.0,3.0,East Brandon,OR,Maldives,0.0,1,Low
66,Non-binary,Master's,Divorced,29953.0,746.0,40008.0,Auto,Employed,18,Good,0.5559,41076.0,1.0,Port Nataliebury,AR,Chile,4.0,2,Low
30,Non-binary,Master's,Widowed,68533.0,668.0,46860.0,Business,Unemployed,4,Fair,0.5865,56327.0,1.0,South Allisontown,NJ,Ireland,2.0,1,Medium
41,Male,Master's,Widowed,90009.0,618.0,23839.0,Business,Employed,13,Excellent,0.2919,47481.0,3.0,Lake Ashley,OK,Luxembourg,3.0,1,Low
46,Female,Bachelor's,Widowed,62625.0,721.0,34012.0,Auto,Employed,6,Fair,0.5823,217229.0,3.0,Lake Frank,AS,Spain,2.0,0,Medium
66,Non-binary,High School,Single,24787.0,651.0,12353.0,Home,Self-employed,10,Fair,0.4468,127291.0,4.0,Kellychester,HI,Gibraltar,1.0,2,Low
62,Non-binary,High School,Married,35032.0,774.0,15146.0,Personal,Self-employed,18,Poor,0.3432,210222.0,1.0,North Kayla,MI,Cyprus,1.0,1,Low
27,Non-binary,High School,Single,39416.0,797.0,20981.0,Personal,Employed,13,Good,0.4398,217062.0,3.0,Thomashaven,MO,Togo,2.0,2,Low
40,Male,High School,Divorced,28584.0,670.0,45944.0,Personal,Employed,19,Poor,0.4659,28582.0,4.0,Lake Nicholas,NC,Mauritania,0.0,2,Low
21,Non-binary,PhD,Widowed,52160.0,768.0,32692.0,Auto,Employed,1,Good,0.532,162610.0,0.0,Pricechester,CT,Haiti,1.0,0,Low
47,Non-binary,PhD,Married,32907.0,607.0,11126.0,Home,Self-employed,12,Fair,0.2059,263399.0,0.0,Chavezmouth,PA,Cuba,4.0,1,Low
38,Male,PhD,Married,118597.0,787.0,15890.0,Business,Self-employed,4,Poor,0.3857,228889.0,4.0,New Donald,ME,Norfolk Island,4.0,2,Low
54,Non-binary,Master's,Widowed,36167.0,732.0,14537.0,Business,Employed,3,Poor,0.3906,114242.0,4.0,Teresaview,WA,Switzerland,0.0,0,Low
62,Non-binary,PhD,Widowed,60799.0,653.0,16653.0,Home,Employed,14,Excellent,0.2294,141013.0,0.0,Holmeshaven,AS,New Caledonia,2.0,1,Low
66,Female,PhD,Widowed,102098.0,774.0,23868.0,Personal,Self-employed,14,Poor,0.3995,138041.0,4.0,Port Vincentland,PR,Kenya,4.0,2,Medium
67,Non-binary,Master's,Widowed,28382.0,611.0,5303.0,Personal,Unemployed,9,Fair,0.5254,105398.0,1.0,Joannton,WY,Niger,1.0,1,Low
40,Non-binary,High School,Married,26472.0,636.0,16001.0,Personal,Unemployed,5,Poor,0.2909,251097.0,4.0,West Thomasmouth,LA,Falkland Islands (Malvinas),2.0,1,Low
47,Male,High School,Widowed,65650.0,611.0,44507.0,Business,Self-employed,18,Good,0.1155,20233.0,4.0,East Jason,PW,Spain,3.0,1,Low
61,Male,Master's,Widowed,35941.0,788.0,49358.0,Personal,Employed,6,Poor,0.3172,218344.0,0.0,Jillianchester,SD,Gibraltar,0.0,2,High
21,Male,Bachelor's,Divorced,50750.0,725.0,38337.0,Personal,Self-employed,4,Poor,0.4775,153666.0,2.0,North Loristad,MS,New Caledonia,4.0,1,Low
29,Male,Master's,Single,50105.0,646.0,43215.0,Business,Employed,9,Excellent,0.5103,135453.0,2.0,East Mary,IN,Liberia,4.0,2,Low
54,Female,Master's,Widowed,56417.0,646.0,30638.0,Personal,Unemployed,17,Excellent,0.1263,79219.0,4.0,Charlesville,UT,Croatia,2.0,2,Medium
20,Female,Master's,Widowed,43453.0,620.0,32213.0,Auto,Self-employed,11,Poor,0.5108,29064.0,4.0,Wilkersonmouth,WI,Slovenia,1.0,0,Low
64,Non-binary,High School,Single,29895.0,672.0,31811.0,Business,Unemployed,10,Fair,0.5753,33934.0,2.0,Vasquezside,GA,Jordan,2.0,2,Medium
27,Male,PhD,Married,65952.0,757.0,28720.0,Home,Unemployed,9,Poor,0.3653,171099.0,2.0,Johnville,TX,Sudan,0.0,1,High
57,Male,Bachelor's,Single,68484.0,665.0,25502.0,Personal,Self-employed,17,Fair,0.5867,92037.0,3.0,North Jessica,AZ,Brunei Darussalam,1.0,2,Medium
57,Male,PhD,Divorced,56365.0,724.0,47706.0,Home,Employed,12,Poor,0.5475,231500.0,1.0,Brownland,MD,Cayman Islands,1.0,1,Low
64,Female,High School,Married,105669.0,672.0,25679.0,Home,Unemployed,12,Fair,0.5497,128139.0,1.0,Davidland,WV,Philippines,2.0,2,Medium
45,Male,Bachelor's,Divorced,46836.0,728.0,16427.0,Home,Unemployed,12,Excellent,0.285,90809.0,0.0,Crawfordberg,PA,Tajikistan,3.0,0,Low
35,Non-binary,High School,Widowed,58233.0,678.0,7467.0,Home,Self-employed,8,Fair,0.2476,212170.0,0.0,East Scott,DE,United States Minor Outlying Islands,4.0,0,Low
40,Non-binary,PhD,Widowed,32039.0,697.0,17736.0,Auto,Unemployed,19,Excellent,0.3125,261013.0,2.0,North Ryan,CA,Isle of Man,2.0,1,Medium
24,Non-binary,Master's,Divorced,62240.0,686.0,16557.0,Home,Self-employed,5,Good,0.4899,161501.0,2.0,Mathewschester,CA,Denmark,2.0,0,Medium
51,Non-binary,Bachelor's,Married,69336.0,623.0,16718.0,Personal,Employed,19,Good,0.5444,191206.0,0.0,West Glen,IL,Latvia,4.0,2,Low
50,Female,Master's,Divorced,100140.0,688.0,33197.0,Auto,Self-employed,11,Good,0.1126,74904.0,2.0,Sheilashire,OR,United States Virgin Islands,1.0,1,Low
34,Male,Master's,Single,42150.0,624.0,48728.0,Personal,Unemployed,15,Poor,0.4146,262621.0,0.0,South Amberport,NM,Russian Federation,0.0,1,Low
64,Female,Master's,Single,80399.0,604.0,26266.0,Home,Self-employed,11,Good,0.2643,180138.0,4.0,Port Elizabeth,SC,Zambia,1.0,0,Medium
62,Non-binary,PhD,Widowed,47524.0,733.0,25006.0,Business,Self-employed,8,Fair,0.3406,266852.0,0.0,Johnsonburgh,DE,Brunei Darussalam,4.0,0,Medium
46,Female,Bachelor's,Widowed,93202.0,693.0,24009.0,Personal,Employed,5,Good,0.2759,271115.0,2.0,Joshuatown,WV,Pakistan,1.0,1,Low
49,Male,High School,Widowed,20048.0,695.0,23531.0,Home,Unemployed,12,Fair,0.152,200287.0,0.0,West Crystal,KY,Holy See (Vatican City State),4.0,1,Low
22,Female,PhD,Single,54819.0,647.0,21502.0,Personal,Employed,9,Good,0.5737,171995.0,4.0,Brentville,LA,Bulgaria,1.0,2,Medium
30,Non-binary,PhD,Married,25166.0,642.0,13812.0,Business,Unemployed,9,Poor,0.4494,165744.0,2.0,East Jesusland,GA,Yemen,1.0,0,Low
40,Non-binary,Master's,Divorced,108941.0,648.0,31656.0,Business,Self-employed,10,Good,0.4713,162950.0,4.0,Dianahaven,ME,Cambodia,2.0,0,Low
45,Female,PhD,Married,80587.0,767.0,32737.0,Business,Self-employed,2,Excellent,0.3417,38887.0,1.0,Connermouth,MH,Puerto Rico,2.0,0,Low
62,Male,Bachelor's,Divorced,29622.0,653.0,19443.0,Home,Self-employed,18,Poor,0.3387,137067.0,2.0,Russellburgh,AL,Egypt,0.0,2,Low
58,Non-binary,Master's,Widowed,82072.0,767.0,32164.0,Home,Unemployed,10,Excellent,0.1313,259608.0,2.0,Rebeccaview,PW,Greenland,1.0,2,Low
30,Male,Master's,Widowed,119129.0,718.0,25879.0,Personal,Employed,3,Good,0.5852,24311.0,4.0,New Whitneyville,WV,Antigua and Barbuda,0.0,1,Low
62,Non-binary,Bachelor's,Divorced,101459.0,798.0,14764.0,Auto,Employed,9,Fair,0.5851,36980.0,0.0,Philipberg,ID,Tuvalu,3.0,2,Low
43,Male,PhD,Married,26114.0,742.0,17020.0,Personal,Self-employed,12,Fair,0.4446,47928.0,4.0,South Reginaldchester,KS,Saudi Arabia,1.0,0,Low
61,Non-binary,Bachelor's,Single,81679.0,682.0,40637.0,Business,Employed,5,Excellent,0.3455,89371.0,2.0,Jonathanberg,GU,Afghanistan,4.0,2,Medium
60,Female,PhD,Widowed,63794.0,616.0,26557.0,Auto,Employed,6,Fair,0.5446,130287.0,0.0,Popemouth,AS,Tokelau,3.0,1,Low
37,Female,High School,Divorced,50215.0,775.0,19538.0,Personal,Self-employed,1,Excellent,0.1977,245353.0,1.0,Clarkeland,LA,Israel,1.0,1,Low
21,Non-binary,PhD,Single,97903.0,612.0,32258.0,Business,Self-employed,8,Poor,0.1834,36597.0,3.0,Kimberlyburgh,MP,Andorra,3.0,2,Medium
57,Male,Master's,Single,104860.0,624.0,37383.0,Business,Self-employed,1,Good,0.5303,294817.0,0.0,Port Jose,MN,Antarctica (the territory South of 60 deg S),4.0,2,Low
69,Non-binary,Master's,Widowed,23140.0,689.0,20402.0,Auto,Employed,15,Fair,0.4235,139670.0,3.0,Birdshire,WV,Comoros,3.0,0,Medium
63,Female,High School,Widowed,72771.0,753.0,7199.0,Home,Unemployed,6,Fair,0.5541,131209.0,2.0,Jonesberg,WV,Haiti,1.0,1,Low
35,Female,High School,Married,64378.0,734.0,36076.0,Home,Self-employed,10,Good,0.3461,212999.0,0.0,Phelpshaven,AL,Czech Republic,0.0,1,Medium
34,Male,Master's,Single,41320.0,643.0,5887.0,Home,Unemployed,16,Poor,0.2727,221383.0,2.0,Willisland,KY,Central African Republic,0.0,0,Medium
57,Male,Bachelor's,Widowed,44914.0,744.0,15436.0,Business,Employed,12,Good,0.1961,178569.0,4.0,Lisaville,PR,Turks and Caicos Islands,0.0,0,Medium
65,Non-binary,High School,Divorced,53514.0,658.0,20960.0,Auto,Unemployed,16,Excellent,0.1662,269094.0,3.0,Josephburgh,GU,British Indian Ocean Territory (Chagos Archipelago),3.0,1,Low
24,Male,Bachelor's,Divorced,79220.0,667.0,22787.0,Business,Employed,19,Poor,0.4643,36768.0,2.0,Arellanotown,NE,Reunion,0.0,1,Low
50,Non-binary,PhD,Married,119423.0,664.0,5783.0,Business,Unemployed,17,Excellent,0.3757,93529.0,4.0,West Jonathan,MH,Bhutan,1.0,1,Low
35,Female,Master's,Divorced,61271.0,621.0,24896.0,Home,Unemployed,5,Poor,0.5607,169296.0,0.0,Stephensshire,TX,Somalia,4.0,2,Low
23,Female,Master's,Divorced,75891.0,770.0,18363.0,Business,Unemployed,11,Good,0.5214,180056.0,1.0,Donaldsonfort,NC,Cuba,3.0,0,High
55,Female,Bachelor's,Single,78175.0,780.0,5389.0,Personal,Self-employed,7,Excellent,0.2624,217543.0,1.0,Dianastad,NE,Western Sahara,3.0,0,Low
30,Non-binary,Bachelor's,Widowed,28103.0,611.0,7720.0,Business,Employed,1,Good,0.2915,243621.0,1.0,East Maryburgh,GU,Niue,0.0,0,Low
37,Male,Bachelor's,Divorced,71786.0,656.0,24319.0,Home,Employed,13,Fair,0.3808,146070.0,3.0,East Lisaville,DE,Eritrea,4.0,1,Low
50,Non-binary,Master's,Single,67838.0,656.0,36472.0,Personal,Employed,9,Poor,0.5353,275737.0,2.0,West Shelly,CO,Georgia,1.0,2,High
65,Female,PhD,Married,88203.0,643.0,40445.0,Personal,Self-employed,13,Excellent,0.4689,181013.0,3.0,Jeffersonville,TX,Australia,4.0,0,Medium
64,Non-binary,PhD,Single,117685.0,653.0,49771.0,Auto,Self-employed,12,Fair,0.2481,92474.0,1.0,Port Laurenport,OH,Hungary,1.0,0,High
63,Female,PhD,Widowed,94005.0,768.0,14529.0,Home,Employed,17,Poor,0.3127,289791.0,0.0,Leeville,MO,Turks and Caicos Islands,2.0,2,Low
62,Non-binary,Master's,Divorced,112604.0,652.0,9141.0,Business,Employed,16,Poor,0.4207,200431.0,1.0,West Valerieburgh,TX,Macao,1.0,2,Low
24,Non-binary,Master's,Single,119322.0,651.0,30312.0,Auto,Self-employed,6,Fair,0.3845,48448.0,0.0,Adamburgh,MN,Dominica,4.0,1,Medium
